@relation 'MLC'

@attribute F1_ABS_VARIANCE_ACC_V_FILTER_1 numeric
@attribute F2_ABS_PEAK_TO_PEAK_ACC_V_FILTER_1 numeric
@attribute class {still, motion}

@data
1.19805e-05, 0.0205078, still
1.06096e-05, 0.0146484, still
1.71661e-05, 0.0200195, still
2.34842e-05, 0.0263672, still
1.2815e-05, 0.0175781, still
8.10623e-06, 0.0126953, still
1.4782e-05, 0.0175781, still
3.05772e-05, 0.0288086, still
1.21593e-05, 0.0151367, still
2.40803e-05, 0.0263672, still
1.5676e-05, 0.0161133, still
1.4782e-05, 0.0185547, still
1.0252e-05, 0.0151367, still
2.83122e-05, 0.0224609, still
1.82986e-05, 0.0209961, still
1.56164e-05, 0.019043, still
9.65595e-06, 0.0131836, still
1.56164e-05, 0.0214844, still
1.25766e-05, 0.0161133, still
3.5584e-05, 0.0317383, still
1.13845e-05, 0.0166016, still
2.03252e-05, 0.0214844, still
1.3411e-05, 0.0200195, still
3.05176e-05, 0.0229492, still
1.60933e-05, 0.0180664, still
1.62125e-05, 0.0180664, still
1.3113e-05, 0.0200195, still
3.62992e-05, 0.0332031, still
1.84774e-05, 0.0214844, still
1.27554e-05, 0.0185547, still
1.3411e-05, 0.015625, still
9.83477e-06, 0.0136719, still
1.07288e-05, 0.0151367, still
1.62721e-05, 0.0195313, still
2.03848e-05, 0.0234375, still
7.92742e-06, 0.0141602, still
1.52588e-05, 0.0170898, still
1.38879e-05, 0.019043, still
2.36034e-05, 0.0205078, still
1.11461e-05, 0.0161133, still
1.17421e-05, 0.0136719, still
1.45435e-05, 0.0180664, still
1.26362e-05, 0.0136719, still
1.41859e-05, 0.0166016, still
2.11e-05, 0.0200195, still
3.93391e-05, 0.0307617, still
9.05991e-06, 0.015625, still
1.45435e-05, 0.0185547, still
8.04663e-06, 0.0131836, still
9.65595e-06, 0.0146484, still
1.56164e-05, 0.0161133, still
8.88109e-06, 0.0136719, still
1.37091e-05, 0.0185547, still
1.87755e-05, 0.0170898, still
1.36495e-05, 0.0175781, still
9.0003e-06, 0.0141602, still
1.21593e-05, 0.0151367, still
1.055e-05, 0.0141602, still
1.46031e-05, 0.0180664, still
1.20997e-05, 0.0151367, still
9.65595e-06, 0.012207, still
1.23382e-05, 0.0141602, still
1.29342e-05, 0.0136719, still
1.58548e-05, 0.0180664, still
9.89437e-06, 0.0151367, still
1.93119e-05, 0.0263672, still
8.10623e-06, 0.0112305, still
1.56164e-05, 0.015625, still
7.80821e-06, 0.0131836, still
1.25766e-05, 0.015625, still
3.31402e-05, 0.0263672, still
1.56164e-05, 0.0200195, still
1.56164e-05, 0.0180664, still
1.25766e-05, 0.0151367, still
1.3411e-05, 0.0161133, still
1.53184e-05, 0.0185547, still
1.0848e-05, 0.0170898, still
7.7486e-06, 0.0126953, still
7.689e-06, 0.0136719, still
1.67489e-05, 0.0180664, still
7.45058e-06, 0.0117188, still
9.0003e-06, 0.0112305, still
8.46386e-06, 0.0126953, still
1.00136e-05, 0.0126953, still
1.36495e-05, 0.0166016, still
1.57356e-05, 0.0161133, still
1.0848e-05, 0.0146484, still
1.57952e-05, 0.019043, still
1.36495e-05, 0.0185547, still
8.22544e-06, 0.0136719, still
2.39015e-05, 0.0263672, still
1.20401e-05, 0.0175781, still
1.3411e-05, 0.0146484, still
1.21593e-05, 0.019043, still
1.11461e-05, 0.0146484, still
9.23872e-06, 0.012207, still
1.20401e-05, 0.0146484, still
1.13249e-05, 0.0131836, still
1.19805e-05, 0.0175781, still
1.14441e-05, 0.015625, still
1.81794e-05, 0.0214844, still
1.53184e-05, 0.0200195, still
1.32918e-05, 0.0175781, still
9.17912e-06, 0.0146484, still
1.99676e-05, 0.0205078, still
9.53674e-06, 0.0117188, still
6.85453e-06, 0.012207, still
2.57492e-05, 0.0244141, still
5.90086e-06, 0.0151367, still
1.57952e-05, 0.0185547, still
1.9908e-05, 0.0214844, still
1.23978e-05, 0.0175781, still
1.23978e-05, 0.0205078, still
1.03116e-05, 0.0151367, still
1.17421e-05, 0.0175781, still
1.29938e-05, 0.0141602, still
1.70469e-05, 0.015625, still
7.98702e-06, 0.0141602, still
1.42455e-05, 0.0175781, still
1.36495e-05, 0.0195313, still
1.43647e-05, 0.0229492, still
1.72257e-05, 0.0180664, still
2.07424e-05, 0.0224609, still
9.47714e-06, 0.0146484, still
6.61612e-06, 0.0117188, still
1.10269e-05, 0.0161133, still
2.06232e-05, 0.0229492, still
1.22786e-05, 0.019043, still
1.2517e-05, 0.0166016, still
7.27177e-06, 0.0146484, still
1.39475e-05, 0.0151367, still
1.29342e-05, 0.015625, still
1.59144e-05, 0.0170898, still
1.93715e-05, 0.0214844, still
1.69873e-05, 0.0224609, still
1.96695e-05, 0.0185547, still
1.88351e-05, 0.0180664, still
9.05991e-06, 0.0151367, still
1.03712e-05, 0.0131836, still
1.38879e-05, 0.0161133, still
4.19021e-05, 0.0317383, still
1.71661e-05, 0.0209961, still
1.40071e-05, 0.0146484, still
1.68681e-05, 0.019043, still
7.39098e-06, 0.0112305, still
1.41263e-05, 0.0161133, still
1.26958e-05, 0.0185547, still
9.53674e-06, 0.0170898, still
1.40071e-05, 0.0195313, still
1.41859e-05, 0.0166016, still
1.35899e-05, 0.015625, still
9.41753e-06, 0.0136719, still
1.56164e-05, 0.0151367, still
1.51396e-05, 0.0175781, still
1.29938e-05, 0.0161133, still
1.15633e-05, 0.0131836, still
8.34465e-06, 0.0141602, still
1.70469e-05, 0.0180664, still
1.27554e-05, 0.0131836, still
1.72853e-05, 0.0180664, still
1.18613e-05, 0.0180664, still
1.23978e-05, 0.0170898, still
2.43783e-05, 0.0239258, still
1.97887e-05, 0.0249023, still
6.13928e-06, 0.0131836, still
1.40071e-05, 0.0161133, still
8.64267e-06, 0.0141602, still
1.2517e-05, 0.0170898, still
1.95503e-05, 0.0180664, still
1.78814e-05, 0.0170898, still
1.62721e-05, 0.0209961, still
8.34465e-06, 0.0112305, still
1.22786e-05, 0.0151367, still
1.97887e-05, 0.0224609, still
1.35303e-05, 0.0205078, still
1.72257e-05, 0.0180664, still
1.41263e-05, 0.0146484, still
1.51396e-05, 0.0205078, still
1.29938e-05, 0.0136719, still
1.09673e-05, 0.015625, still
1.65701e-05, 0.0170898, still
1.04904e-05, 0.015625, still
2.44975e-05, 0.0258789, still
1.26958e-05, 0.0166016, still
1.49608e-05, 0.0185547, still
1.64509e-05, 0.0195313, still
1.01924e-05, 0.0136719, still
1.16825e-05, 0.0141602, still
1.23382e-05, 0.0214844, still
1.56164e-05, 0.0166016, still
2.21133e-05, 0.0253906, still
2.0802e-05, 0.0249023, still
8.70228e-06, 0.0141602, still
1.58548e-05, 0.0161133, still
1.71661e-05, 0.0185547, still
1.60336e-05, 0.0224609, still
2.65241e-05, 0.0244141, still
1.31726e-05, 0.0136719, still
1.37091e-05, 0.0170898, still
1.00732e-05, 0.0141602, still
1.53184e-05, 0.0166016, still
7.689e-06, 0.012207, still
1.01924e-05, 0.015625, still
1.78218e-05, 0.0214844, still
1.13249e-05, 0.0161133, still
2.25902e-05, 0.0214844, still
1.508e-05, 0.0195313, still
1.21593e-05, 0.0136719, still
2.03252e-05, 0.0249023, still
1.03712e-05, 0.0170898, still
1.62125e-05, 0.0185547, still
1.75238e-05, 0.0195313, still
2.01464e-05, 0.0229492, still
1.85966e-05, 0.0209961, still
2.24113e-05, 0.0239258, still
1.00136e-05, 0.0131836, still
1.43051e-05, 0.0180664, still
1.7941e-05, 0.0151367, still
7.98702e-06, 0.0151367, still
1.59144e-05, 0.0200195, still
1.83582e-05, 0.0268555, still
3.23653e-05, 0.0234375, still
2.72989e-05, 0.03125, still
8.9407e-06, 0.0175781, still
9.35793e-06, 0.0117188, still
2.05636e-05, 0.0249023, still
9.83477e-06, 0.0180664, still
1.63913e-05, 0.0209961, still
7.39098e-06, 0.0117188, still
1.25766e-05, 0.015625, still
1.20401e-05, 0.0126953, still
1.86563e-05, 0.0205078, still
8.9407e-06, 0.0126953, still
1.62125e-05, 0.0185547, still
1.04904e-05, 0.0151367, still
1.01328e-05, 0.0170898, still
1.20997e-05, 0.015625, still
1.28746e-05, 0.0161133, still
1.23382e-05, 0.0146484, still
1.72853e-05, 0.0185547, still
1.29938e-05, 0.0175781, still
1.44243e-05, 0.0175781, still
2.00868e-05, 0.0229492, still
1.24574e-05, 0.0195313, still
1.13845e-05, 0.015625, still
7.09295e-06, 0.012207, still
1.32322e-05, 0.0200195, still
1.23978e-05, 0.0146484, still
2.0504e-05, 0.0200195, still
1.49608e-05, 0.0180664, still
1.81794e-05, 0.0209961, still
1.39475e-05, 0.0166016, still
1.11461e-05, 0.0131836, still
1.3113e-05, 0.0180664, still
1.84178e-05, 0.0195313, still
5.84126e-06, 0.012207, still
1.81198e-05, 0.0161133, still
9.59635e-06, 0.0136719, still
1.28746e-05, 0.0170898, still
1.39475e-05, 0.0175781, still
1.38879e-05, 0.0180664, still
1.26958e-05, 0.0166016, still
1.49608e-05, 0.0195313, still
1.80006e-05, 0.0200195, still
1.91331e-05, 0.0219727, still
1.01328e-05, 0.0175781, still
1.38283e-05, 0.0180664, still
1.17421e-05, 0.0146484, still
1.37687e-05, 0.0205078, still
9.17912e-06, 0.0146484, still
1.90735e-05, 0.0219727, still
1.2517e-05, 0.015625, still
1.41859e-05, 0.0180664, still
1.37687e-05, 0.0126953, still
2.70009e-05, 0.0219727, still
9.89437e-06, 0.0141602, still
1.2815e-05, 0.019043, still
1.29938e-05, 0.015625, still
8.64267e-06, 0.0151367, still
1.49012e-05, 0.0185547, still
7.7486e-06, 0.0146484, still
1.68681e-05, 0.0219727, still
1.31726e-05, 0.0166016, still
1.22786e-05, 0.0170898, still
2.88486e-05, 0.0234375, still
1.68681e-05, 0.0234375, still
1.52588e-05, 0.0244141, still
1.58548e-05, 0.0161133, still
8.9407e-06, 0.0170898, still
1.21593e-05, 0.0151367, still
1.81794e-05, 0.0234375, still
1.56164e-05, 0.0166016, still
1.46627e-05, 0.0151367, still
1.62125e-05, 0.0170898, still
1.20997e-05, 0.0151367, still
1.2517e-05, 0.0180664, still
1.14441e-05, 0.0170898, still
1.64509e-05, 0.0229492, still
2.99811e-05, 0.0263672, still
1.39475e-05, 0.0170898, still
1.40071e-05, 0.0234375, still
1.29938e-05, 0.0151367, still
9.29832e-06, 0.0136719, still
1.7345e-05, 0.0219727, still
1.35303e-05, 0.015625, still
1.75238e-05, 0.0175781, still
1.8239e-05, 0.0195313, still
1.04308e-05, 0.0185547, still
1.40667e-05, 0.019043, still
8.10623e-06, 0.0136719, still
1.03712e-05, 0.0117188, still
1.63317e-05, 0.0195313, still
1.22786e-05, 0.0229492, still
2.95639e-05, 0.0258789, still
1.51396e-05, 0.0146484, still
1.22786e-05, 0.015625, still
1.20401e-05, 0.0170898, still
1.18613e-05, 0.0161133, still
1.34706e-05, 0.0205078, still
1.01328e-05, 0.0151367, still
1.2517e-05, 0.019043, still
1.07884e-05, 0.0151367, still
9.0003e-06, 0.0161133, still
9.41753e-06, 0.0136719, still
1.04904e-05, 0.0136719, still
8.82149e-06, 0.0141602, still
1.29938e-05, 0.0185547, still
1.13249e-05, 0.0136719, still
8.16584e-06, 0.012207, still
1.23978e-05, 0.019043, still
1.27554e-05, 0.0151367, still
8.64267e-06, 0.015625, still
1.28746e-05, 0.0170898, still
1.56164e-05, 0.0185547, still
1.055e-05, 0.0126953, still
1.31726e-05, 0.0161133, still
2.24113e-05, 0.0214844, still
1.66893e-05, 0.0166016, still
1.55568e-05, 0.0180664, still
1.42455e-05, 0.0185547, still
1.48416e-05, 0.015625, still
8.40425e-06, 0.012207, still
1.15037e-05, 0.0166016, still
1.2517e-05, 0.0180664, still
1.16825e-05, 0.0180664, still
9.65595e-06, 0.015625, still
1.29938e-05, 0.0166016, still
1.5378e-05, 0.0205078, still
1.49012e-05, 0.0170898, still
1.42455e-05, 0.015625, still
1.8239e-05, 0.0239258, still
1.7345e-05, 0.0239258, still
9.77516e-06, 0.015625, still
1.41859e-05, 0.0166016, still
2.46167e-05, 0.0205078, still
1.57356e-05, 0.0200195, still
1.10865e-05, 0.0185547, still
1.63913e-05, 0.0161133, still
1.04308e-05, 0.0151367, still
1.01924e-05, 0.0136719, still
1.07884e-05, 0.0185547, still
9.59635e-06, 0.0141602, still
9.89437e-06, 0.0166016, still
1.44243e-05, 0.0185547, still
1.7345e-05, 0.0185547, still
1.2815e-05, 0.0146484, still
1.31726e-05, 0.0161133, still
1.56164e-05, 0.0170898, still
2.58088e-05, 0.0205078, still
2.02656e-05, 0.0244141, still
2.0504e-05, 0.0205078, still
1.03116e-05, 0.0146484, still
1.97887e-05, 0.0175781, still
1.18017e-05, 0.0180664, still
9.05991e-06, 0.0131836, still
9.0003e-06, 0.0126953, still
1.16825e-05, 0.0161133, still
1.90139e-05, 0.0195313, still
1.10865e-05, 0.0151367, still
1.12653e-05, 0.0146484, still
1.39475e-05, 0.019043, still
1.10865e-05, 0.0170898, still
1.88351e-05, 0.0249023, still
1.5378e-05, 0.015625, still
1.49608e-05, 0.0161133, still
2.01464e-05, 0.019043, still
1.38283e-05, 0.0200195, still
1.39475e-05, 0.0170898, still
1.03712e-05, 0.0141602, still
1.3411e-05, 0.0195313, still
1.25766e-05, 0.0170898, still
1.14441e-05, 0.0170898, still
1.44839e-05, 0.0185547, still
1.74642e-05, 0.0185547, still
1.7643e-05, 0.015625, still
1.27554e-05, 0.0180664, still
1.27554e-05, 0.0161133, still
1.67489e-05, 0.0175781, still
1.39475e-05, 0.0170898, still
1.71065e-05, 0.0214844, still
1.66893e-05, 0.0195313, still
1.19209e-05, 0.0161133, still
1.23978e-05, 0.0146484, still
8.40425e-06, 0.012207, still
1.35303e-05, 0.0180664, still
8.40425e-06, 0.0151367, still
1.0252e-05, 0.0166016, still
1.20401e-05, 0.0175781, still
1.90735e-05, 0.0239258, still
1.63317e-05, 0.0263672, still
1.46031e-05, 0.0185547, still
9.23872e-06, 0.0161133, still
1.03116e-05, 0.015625, still
1.06096e-05, 0.015625, still
1.13249e-05, 0.0151367, still
1.62125e-05, 0.0205078, still
8.64267e-06, 0.0170898, still
8.10623e-06, 0.0141602, still
1.23382e-05, 0.0146484, still
1.41263e-05, 0.0170898, still
1.41859e-05, 0.0166016, still
1.43647e-05, 0.0161133, still
1.84774e-05, 0.0253906, still
1.34706e-05, 0.0185547, still
1.20997e-05, 0.019043, still
9.0003e-06, 0.0131836, still
2.24113e-05, 0.0249023, still
2.10404e-05, 0.0219727, still
8.76188e-06, 0.0131836, still
3.14116e-05, 0.0253906, still
2.13385e-05, 0.0307617, still
1.49608e-05, 0.0175781, still
1.26958e-05, 0.0151367, still
1.32918e-05, 0.0180664, still
1.06692e-05, 0.0175781, still
1.23382e-05, 0.0180664, still
1.62721e-05, 0.0195313, still
1.82986e-05, 0.0214844, still
1.23978e-05, 0.0175781, still
1.39475e-05, 0.0195313, still
9.23872e-06, 0.0136719, still
1.67489e-05, 0.0219727, still
9.47714e-06, 0.0141602, still
1.00136e-05, 0.015625, still
1.32918e-05, 0.015625, still
2.37226e-05, 0.0229492, still
1.65105e-05, 0.0195313, still
1.055e-05, 0.0141602, still
9.83477e-06, 0.0126953, still
1.25766e-05, 0.0185547, still
7.689e-06, 0.012207, still
1.33514e-05, 0.0170898, still
1.39475e-05, 0.0175781, still
1.85966e-05, 0.0224609, still
7.15256e-06, 0.0131836, still
1.0848e-05, 0.0161133, still
1.66297e-05, 0.0180664, still
1.49608e-05, 0.0195313, still
1.88351e-05, 0.0214844, still
2.47359e-05, 0.0253906, still
1.20997e-05, 0.0151367, still
1.83582e-05, 0.0214844, still
9.35793e-06, 0.019043, still
1.29342e-05, 0.0141602, still
1.3411e-05, 0.0151367, still
1.34706e-05, 0.0170898, still
1.99676e-05, 0.0180664, still
1.46031e-05, 0.0170898, still
1.99676e-05, 0.0185547, still
1.20401e-05, 0.0141602, still
1.40667e-05, 0.0175781, still
2.27094e-05, 0.0258789, still
2.0802e-05, 0.0200195, still
1.40667e-05, 0.0180664, still
1.20401e-05, 0.0175781, still
1.48416e-05, 0.0146484, still
5.126e-06, 0.0126953, still
1.56164e-05, 0.019043, still
2.29478e-05, 0.0292969, still
1.2815e-05, 0.0166016, still
2.25306e-05, 0.0273438, still
9.65595e-06, 0.0146484, still
6.25849e-06, 0.0131836, still
2.20537e-05, 0.0185547, still
1.14441e-05, 0.0175781, still
1.43051e-05, 0.0170898, still
1.2219e-05, 0.0175781, still
0.0337524, 1.44043, motion
0.0421143, 1.25293, motion
0.042511, 1.01758, motion
0.0121384, 0.862305, motion
0.0224304, 0.943359, motion
0.0389099, 0.956543, motion
0.0312347, 0.98877, motion
0.0122604, 0.824219, motion
0.0104599, 0.608398, motion
0.0241089, 0.91748, motion
0.0325928, 0.921875, motion
0.026001, 1.07324, motion
0.0219727, 0.88623, motion
0.0253906, 0.819824, motion
0.0260773, 0.770508, motion
0.0228882, 1.28613, motion
0.0141144, 0.815918, motion
0.0157623, 0.770508, motion
0.0282135, 0.887695, motion
0.0319519, 1.25781, motion
0.00854492, 0.794434, motion
0.0296936, 0.909668, motion
0.0344238, 0.891113, motion
0.0308838, 1.00195, motion
0.0117111, 0.865234, motion
0.0187683, 0.808594, motion
0.0218506, 0.939941, motion
0.0193481, 0.736328, motion
0.0161133, 0.717773, motion
0.0292206, 1.46387, motion
0.0175781, 0.78125, motion
0.0302277, 0.96875, motion
0.0202484, 0.709473, motion
0.0403137, 1.38281, motion
0.00412369, 0.674805, motion
0.0290527, 1.04102, motion
0.0254211, 0.890625, motion
0.018158, 1.17188, motion
0.013298, 0.703613, motion
0.0348511, 1.01172, motion
0.0175934, 0.875488, motion
0.0068512, 0.649414, motion
0.030304, 1.01074, motion
0.0220184, 0.958496, motion
0.0397949, 1.08691, motion
0.0113907, 0.579102, motion
0.0245972, 0.917969, motion
0.0177917, 0.768066, motion
0.0443115, 1.13672, motion
0.0188904, 0.750977, motion
0.0183563, 0.84375, motion
0.0322266, 1.27637, motion
0.0252228, 0.849609, motion
0.0159454, 0.714844, motion
0.062561, 1.3252, motion
0.0277405, 1.10449, motion
0.0298004, 1.04004, motion
0.0212708, 1.06641, motion
0.0153275, 0.721191, motion
0.024765, 0.915039, motion
0.0171509, 0.722168, motion
0.0370178, 0.933105, motion
0.0247498, 1.00684, motion
0.0457764, 1.36328, motion
0.0174255, 0.794434, motion
0.0287323, 0.866699, motion
0.0294495, 1.04004, motion
0.0296936, 1.2041, motion
0.0252838, 1.12891, motion
0.0223999, 0.862305, motion
0.0201111, 0.81543, motion
0.0308533, 0.933594, motion
0.0464478, 1.56543, motion
0.0640869, 1.76074, motion
0.019928, 0.974121, motion
0.0324402, 1.04688, motion
0.00984192, 0.680664, motion
0.0395813, 1.29102, motion
0.0214996, 0.694824, motion
0.0389709, 1.05371, motion
0.0446777, 1.08398, motion
0.0131607, 0.786621, motion
0.0458984, 1.40234, motion
0.017807, 0.762695, motion
0.0265503, 1.06152, motion
0.0263977, 0.929688, motion
0.0324402, 1.03906, motion
0.0290375, 1.03125, motion
0.0205078, 0.836426, motion
0.023056, 0.946777, motion
0.0310669, 1.09863, motion
0.0344543, 0.960449, motion
0.0419617, 1.11621, motion
0.0145187, 0.741211, motion
0.0351563, 1.43359, motion
0.0412598, 1.47754, motion
0.0188141, 0.929688, motion
0.0627441, 1.22461, motion
0.0431824, 0.983398, motion
0.0155792, 0.831543, motion
0.0470886, 1.59082, motion
0.0357056, 1.53516, motion
0.0419617, 1.60547, motion
0.0280914, 1.02246, motion
0.065979, 1.24121, motion
0.0167084, 0.679199, motion
0.0546265, 1.76953, motion
0.0232239, 0.98584, motion
0.0232391, 0.960449, motion
0.0308838, 0.942383, motion
0.0292664, 0.980957, motion
0.0101776, 0.753906, motion
0.0482483, 1.65234, motion
0.0196228, 0.808594, motion
0.0307465, 1.00977, motion
0.0136871, 0.919434, motion
0.0409241, 1.5332, motion
0.0426636, 1.5293, motion
0.035675, 1.58398, motion
0.0354004, 1.06543, motion
0.0450745, 1.08105, motion
0.0628662, 1.77148, motion
0.0353394, 0.972656, motion
0.0237579, 1.16699, motion
0.0181885, 0.716797, motion
0.0187988, 1.0791, motion
0.0198975, 0.84082, motion
0.0338745, 0.978516, motion
0.0367737, 0.942383, motion
0.0297699, 1.07715, motion
0.0318298, 1.30859, motion
0.0191956, 0.761719, motion
0.0129166, 0.640625, motion
0.0229187, 1.07031, motion
0.0230103, 0.913086, motion
0.0443115, 1.34668, motion
0.0562134, 1.4873, motion
0.0526733, 1.74707, motion
0.026413, 1.04102, motion
0.0268097, 1.00391, motion
0.0460205, 1.05957, motion
0.0158691, 0.858887, motion
0.0420837, 1.57422, motion
0.0719604, 1.87988, motion
0.0548706, 1.68555, motion
0.0585022, 1.37207, motion
0.0290375, 1.03711, motion
0.0361328, 1.02832, motion
0.0210724, 1.00195, motion
0.0462646, 1.63965, motion
0.0261536, 1.40234, motion
0.0180969, 1.02832, motion
0.0361328, 1.04785, motion
0.0456238, 1.57031, motion
0.0437012, 1.51074, motion
0.0235748, 0.990723, motion
0.0385132, 1.23535, motion
0.0341187, 1.14746, motion
0.0108109, 0.862305, motion
0.0205994, 1.04102, motion
0.0329285, 1.32324, motion
0.0250854, 0.85791, motion
0.0187225, 0.888184, motion
0.00826263, 0.682617, motion
0.0424194, 1.53223, motion
0.0383911, 1.4209, motion
0.0367432, 1.27051, motion
0.0121384, 0.842773, motion
0.0306549, 1.04688, motion
0.0332031, 0.962402, motion
0.0266266, 1.26074, motion
0.0138321, 0.668945, motion
0.0187225, 0.865234, motion
0.0183258, 0.857422, motion
0.0165863, 0.762207, motion
0.0198212, 1.44824, motion
0.0280762, 1.1377, motion
0.0123596, 0.695313, motion
0.0202026, 0.838379, motion
0.0202179, 0.865234, motion
0.0106354, 0.668945, motion
0.0293884, 1.22559, motion
0.0489197, 1.56055, motion
0.03125, 1.20801, motion
0.0198669, 0.956055, motion
0.0214539, 0.965332, motion
0.0187225, 0.826172, motion
0.0330811, 1.19043, motion
0.0241241, 0.949707, motion
0.0561218, 1.75391, motion
0.0203094, 0.924316, motion
0.0187073, 0.846191, motion
0.021698, 0.831055, motion
0.0148621, 0.794922, motion
0.0336304, 1.41211, motion
0.0673828, 1.91211, motion
0.0431824, 1.50684, motion
0.04245, 1.46484, motion
0.0314026, 0.986328, motion
0.0200806, 0.984375, motion
0.0185394, 1.0918, motion
0.0428467, 1.48438, motion
0.0186462, 1.11523, motion
0.025589, 0.95752, motion
0.0257263, 0.866699, motion
0.0160217, 1.05859, motion
0.0303955, 1.11035, motion
0.0547791, 1.78027, motion
0.0193634, 0.945313, motion
0.0315247, 0.954102, motion
0.0193024, 0.920898, motion
0.0166016, 0.848145, motion
0.0102921, 0.832031, motion
0.0182343, 0.703613, motion
0.0609131, 1.79785, motion
0.0647583, 1.76758, motion
0.0619812, 1.65039, motion
0.0311432, 0.974121, motion
0.0326233, 1.02051, motion
0.0118484, 0.668945, motion
0.0515747, 1.67871, motion
0.0332642, 1.49805, motion
0.0154648, 0.978027, motion
0.0229492, 1.05078, motion
